source,target,path_nodes,candidate_rank,avg_node_importance,internal_node_importance,avg_edge_bc,cross_comm_ratio,path_length,path_length_int,shortest_len,same_community,pair_score,stretch_ratio,efficiency_ratio,max_edge_bc,node_importance_entropy,community_diversity,delta_E,delta_LCC,delta_ASP,fragility_score,y_fragility,y_single,y_marginal,y_gain,y,relevance
68,139,"[68, 1986, 476, 306, 139]",1,0.8098513317108154,0.7903520067532858,0.005779911677665832,0.5,4.0,4,4.0,0.0,1.67820063829422,1.0,1.0,0.012923053018143301,1.3647710510712252,0.6,0.010194889138639474,0.006646971935007295,0.223360024228052,0.10611919992887511,0.10611919992887511,0.10611919992887511,-0.03465420099079468,-0.03465420099079468,-0.03465420099079468,1
68,139,"[68, 1986, 1574, 519, 306, 139]",15,0.8128572483857472,0.799735713005066,0.004618116241869271,0.2,5.0,5,4.0,0.0,1.67820063829422,1.25,0.8,0.012923053018143301,1.594855774607567,0.3333333333333333,0.007510461066710994,0.006277695716395804,0.32513087050597633,0.1504396453143804,0.1504396453143804,0.1504396453143804,-0.06017438119466261,-0.06017438119466261,-0.06017438119466261,1
68,139,"[68, 1986, 519, 306, 139]",3,0.8276207661628723,0.8199677308400473,0.007657701318667636,0.25,4.0,4,4.0,0.0,1.67820063829422,1.0,1.0,0.012923053018143301,1.297225569390792,0.4,0.005092116910866584,0.006277695716395804,0.22447090901428624,0.10381257335740543,0.10381257335740543,0.10381257335740543,-0.1257101207817112,-0.1257101207817112,-0.1257101207817112,0
68,139,"[68, 1358, 1072, 306, 139]",2,0.8229451417922974,0.8121750235557555,0.013921051248622914,0.5,4.0,4,4.0,0.0,1.67820063829422,1.0,1.0,0.028758591332667796,1.3087150323047023,0.6,0.01588238220113236,0.005169867060561217,0.4064735206128942,0.1916483944864252,0.1916483944864252,0.1916483944864252,-0.1473470360803424,-0.1473470360803424,-0.1473470360803424,0
68,139,"[68, 1358, 1072, 306, 103, 139]",11,0.8222290794054667,0.813793459534645,0.011190412230413078,0.4,5.0,5,4.0,0.0,1.67820063829422,1.25,0.8,0.028758591332667796,1.5303548949699373,0.5,0.012785939060939028,0.00553914327917282,0.505794626618866,0.23463984846200617,0.23463984846200617,0.23463984846200617,-0.19827717374182477,-0.19827717374182477,-0.19827717374182477,0
68,153,"[68, 1358, 1072, 306, 153]",7,0.8232945752143859,0.8121750235557555,0.013774417557934958,0.5,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.028758591332667796,1.307096893521706,0.6,0.01702801157176162,0.005169867060561217,0.6211053525966994,0.2888628150329836,0.2888628150329836,0.2888628150329836,0.3664318541843042,0.3664318541843042,0.3664318541843042,4
68,153,"[68, 1986, 519, 306, 153]",5,0.8279701995849609,0.8199677308400473,0.007511067627979679,0.25,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.012923053018143301,1.2978977927617015,0.4,0.004674680180929841,0.006277695716395804,0.30251990577148113,0.13870503169667792,0.13870503169667792,0.13870503169667792,0.08663545363749482,0.08663545363749482,0.08663545363749482,4
68,153,"[68, 1986, 519, 109, 153]",2,0.8253767895698546,0.8156453808148703,0.006581185608630971,0.25,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.012923053018143301,1.1787872723880588,0.4,0.006120310939060736,0.006646971935007295,0.1442149005459763,0.06826287626217274,0.06826287626217274,0.06826287626217274,0.07703939112070515,0.07703939112070515,0.07703939112070515,4
68,153,"[68, 1358, 289, 109, 153]",1,0.8273965263366699,0.8190116087595621,0.007933629767504195,0.5,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.013112682014527954,1.3487913371171412,0.6,0.011630854562104442,0.00553914327917282,0.5557832353673477,0.25649942592446395,0.25649942592446395,0.25649942592446395,0.07481175991452371,0.07481175991452371,0.07481175991452371,3
68,153,"[68, 1986, 215, 2045, 153]",11,0.8271907830238341,0.8186687032381693,0.0041729431948366175,0.25,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.012923053018143301,1.2101342895073217,0.4,0.005640518509268416,0.00553914327917282,0.15015342572781698,0.07067132675761527,0.07067132675761527,0.07067132675761527,0.07460547270268159,0.07460547270268159,0.07460547270268159,3
68,153,"[68, 1986, 519, 109, 236, 153]",14,0.8264284213383992,0.8196556806564331,0.005386180998187804,0.2,5.0,5,4.0,0.0,1.6799478054046633,1.25,0.8,0.012923053018143301,1.4440720713960966,0.3333333333333333,0.0078559308746807,0.007016248153618898,0.2968679135718091,0.1379113230883885,0.1379113230883885,0.1379113230883885,0.048863893742447685,0.048863893742447685,0.048863893742447685,3
68,153,"[68, 1358, 289, 109, 236, 153]",12,0.8281115353107452,0.8221803516149521,0.006468136325286383,0.4,5.0,5,4.0,0.0,1.6799478054046633,1.25,0.8,0.013112682014527954,1.5787339545632026,0.5,0.012171709540459402,0.005908419497784312,0.3582161245259776,0.1678916962839426,0.1678916962839426,0.1678916962839426,0.0321023190771885,0.0321023190771885,0.0321023190771885,2
68,153,"[68, 1986, 1998, 109, 153]",4,0.8155749130249023,0.7993089199066162,0.0049524407376019455,0.25,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.012923053018143301,1.2072966717773932,0.4,0.003963685619935237,0.005908419497784312,0.0,0.0021800270909643803,0.0021800270909643803,0.0021800270909643803,0.02317655162210515,0.02317655162210515,0.02317655162210515,2
68,153,"[68, 1358, 1483, 306, 153]",6,0.8249829912185669,0.8149890502293905,0.007858412810511467,0.5,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.013112682014527954,1.2235839532091126,0.6,0.012426431207681055,0.00553914327917282,0.4832652625038403,0.2243039052909527,0.2243039052909527,0.2243039052909527,0.005592545216783224,0.005592545216783224,0.005592545216783224,2
68,153,"[68, 1986, 476, 306, 153]",8,0.8102007651329041,0.7903520067532858,0.005633277986977875,0.5,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.012923053018143301,1.364167904990595,0.6,0.008974144605394696,0.006646971935007295,0.3389318003837696,0.1574550897056634,0.1574550897056634,0.1574550897056634,0.003709790997368066,0.003709790997368066,0.003709790997368066,1
68,153,"[68, 1358, 1072, 236, 153]",3,0.8265450119972229,0.8175924181938171,0.010791915363906167,0.5,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.028758591332667796,1.3534691398758498,0.6,0.014719379925630133,0.005169867060561217,0.7232561623132989,0.33356093200008113,0.33356093200008113,0.33356093200008113,-0.06626583933353508,-0.06626583933353508,-0.06626583933353508,1
68,153,"[68, 1358, 341, 2045, 153]",10,0.8352419328689574,0.8320872863133749,0.0048714282365791405,0.5,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.013112682014527954,1.3551575709770918,0.6,0.009488928432678567,0.00553914327917282,0.5160594099319482,0.23744564510734992,0.23744564510734992,0.23744564510734992,-0.07563746032475395,-0.07563746032475395,-0.07563746032475395,1
68,153,"[68, 1986, 519, 2045, 153]",9,0.8332312488555906,0.828736146291097,0.0061452836235382875,0.25,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.012923053018143301,1.382152192074392,0.4,0.005075440531690012,0.006277695716395804,0.041385430700545456,0.02141493610767496,0.02141493610767496,0.02141493610767496,-0.10435298109516533,-0.10435298109516533,-0.10435298109516533,0
68,153,"[68, 391, 1986, 519, 109, 153]",13,0.8142028947671255,0.8013173907995224,0.00305186321380136,0.2,5.0,5,4.0,0.0,1.6799478054046633,1.25,0.8,0.008895100830469968,1.5723070153147893,0.3333333333333333,0.00660465021090037,0.007016248153618898,0.42891659511339064,0.196645025417021,0.196645025417021,0.196645025417021,-0.104594836128766,-0.104594836128766,-0.104594836128766,0
68,153,"[68, 1358, 1072, 236, 109, 153]",15,0.8225320676962533,0.8138111501932144,0.008810406711752294,0.4,5.0,5,4.0,0.0,1.6799478054046633,1.25,0.8,0.028758591332667796,1.4195352796273668,0.5,0.012956002331002553,0.005908419497784312,0.5012849049149564,0.23270400849378176,0.23270400849378176,0.23270400849378176,-0.1679571387362113,-0.1679571387362113,-0.1679571387362113,0
68,236,"[68, 1358, 1072, 236]",1,0.8242685824632644,0.8105453372001648,0.014373150318331048,0.6666666666666666,3.0,3,3.0,0.0,1.6759836554527283,1.0,1.0,0.028758591332667796,1.0549782662243885,0.75,0.009387968281718007,0.004800590841949726,0.49240581088859425,0.22674599745481233,0.22674599745481233,0.22674599745481233,0.2590794448097939,0.2590794448097939,0.2590794448097939,4
68,236,"[68, 1986, 519, 306, 236]",6,0.827177369594574,0.8199677308400473,0.007491264711992295,0.25,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.012923053018143301,1.2953039334016614,0.4,0.0042107316294815456,0.006277695716395804,0.34992692847111684,0.15978302020821744,0.15978302020821744,0.15978302020821744,0.14518928454092095,0.14518928454092095,0.14518928454092095,4
68,236,"[68, 1358, 1483, 1072, 236]",11,0.8211076879501343,0.809851594765981,0.006069703716270389,0.5,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.013112682014527954,1.249452282179932,0.6,0.009950199106448926,0.00553914327917282,0.40343790324908113,0.18701966597063344,0.18701966597063344,0.18701966597063344,0.09646875923645336,0.09646875923645336,0.09646875923645336,4
68,236,"[68, 1986, 1998, 109, 236]",5,0.8147820830345154,0.7993089199066162,0.005091928751547849,0.25,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.012923053018143301,1.2122932931266255,0.4,0.0061782030469527405,0.005908419497784312,0.2109941836831899,0.09834539433325946,0.09834539433325946,0.09834539433325946,0.062208952939129245,0.062208952939129245,0.062208952939129245,3
68,236,"[68, 1358, 1725, 1072, 236]",14,0.8100856447219849,0.7914815227190654,0.004744798411224631,0.5,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.013112682014527954,1.3589290697980174,0.6,0.013093083999333788,0.00553914327917282,0.3737510360963876,0.175389162443008,0.175389162443008,0.175389162443008,0.05478335421133476,0.05478335421133476,0.05478335421133476,3
68,236,"[68, 1986, 519, 2045, 236]",9,0.8324384188652039,0.828736146291097,0.006180336308795003,0.25,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.012923053018143301,1.376394497614395,0.4,0.005524928339633833,0.006277695716395804,0.3350239592777644,0.1537994922617926,0.1537994922617926,0.1537994922617926,0.02888873138460241,0.02888873138460241,0.02888873138460241,3
68,236,"[68, 1358, 1483, 306, 236]",7,0.8241901612281799,0.8149890502293905,0.007838609894524083,0.5,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.013112682014527954,1.2266100958883344,0.6,0.009570026501276196,0.00553914327917282,0.39966613330173395,0.1851132745614822,0.1851132745614822,0.1851132745614822,0.02516254971792889,0.02516254971792889,0.02516254971792889,2
68,236,"[68, 1986, 215, 2045, 236]",12,0.8263979530334472,0.8186687032381693,0.004207995880093333,0.25,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.012923053018143301,1.2054919378235933,0.4,0.004781871600621296,0.00553914327917282,0.27976055411987844,0.128522278734287,0.128522278734287,0.128522278734287,0.01148689905899607,0.01148689905899607,0.01148689905899607,2
68,236,"[68, 1358, 1072, 306, 236]",4,0.8225017452239991,0.8121750235557555,0.013754614641947573,0.5,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.028758591332667796,1.3100223823029926,0.6,0.016048879592629656,0.005169867060561217,0.679442903203987,0.31457619021774047,0.31457619021774047,0.31457619021774047,0.008507818247798254,0.008507818247798254,0.008507818247798254,2
68,236,"[68, 1358, 1070, 1072, 236]",13,0.8151312494277955,0.7998908638954162,0.0067148931942380835,0.5,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.013112682014527954,1.3174924469340163,0.6,0.013444823926074045,0.005169867060561217,0.452791840450951,0.2111509813622687,0.2111509813622687,0.2111509813622687,-0.015745098870784766,-0.015745098870784766,-0.015745098870784766,1
68,236,"[68, 1986, 519, 109, 236]",2,0.8245839595794677,0.8156453808148703,0.0067206736225768745,0.25,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.012923053018143301,1.1750266120886594,0.4,0.003137723183678942,0.006646971935007295,0.23168575415505988,0.10598433712080037,0.10598433712080037,0.10598433712080037,-0.02025231113185843,-0.02025231113185843,-0.02025231113185843,1
68,236,"[68, 1358, 244, 1072, 236]",10,0.8223041725158691,0.8118457357088724,0.004359331576320469,0.5,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.013112682014527954,1.3037694168702951,0.6,0.010346501415251286,0.005169867060561217,0.5548857169691699,0.25538914841451466,0.25538914841451466,0.25538914841451466,-0.07292603639362841,-0.07292603639362841,-0.07292603639362841,1
68,236,"[68, 1358, 1733, 1072, 236]",15,0.8262811470031737,0.818474026521047,0.003799728785575369,0.5,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.013112682014527954,1.3537245135642306,0.6,0.014232179625929542,0.005169867060561217,0.44389760968172,0.20758162315103523,0.20758162315103523,0.20758162315103523,-0.08959448834047501,-0.08959448834047501,-0.08959448834047501,0
68,236,"[68, 1986, 476, 306, 236]",8,0.8094079351425171,0.7903520067532858,0.005613475070990491,0.5,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.012923053018143301,1.3654177373671466,0.6,0.007418143661893806,0.006646971935007295,0.3716011028979631,0.17130047531812498,0.17130047531812498,0.17130047531812498,-0.10839003778630685,-0.10839003778630685,-0.10839003778630685,0
68,236,"[68, 1358, 289, 109, 236]",3,0.826603696346283,0.8190116087595621,0.008073117781450099,0.5,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.013112682014527954,1.348107243511937,0.6,0.014841581335331283,0.00553914327917282,0.407026147477513,0.19132463609931305,0.19132463609931305,0.19132463609931305,-0.11877623172409417,-0.11877623172409417,-0.11877623172409417,0
68,289,"[68, 1986, 1149, 985, 1358, 289]",11,0.8167227864265442,0.8056352019309998,0.008095555294817331,0.2,5.0,5,2.0,0.0,1.677795910835266,2.5,0.4,0.01492482256698772,1.5672853284672241,0.3333333333333333,0.015109250471750685,0.009970457902511054,0.40921575279591593,0.19245717651762506,0.19245717651762506,0.19245717651762506,0.34705861550737943,0.34705861550737943,0.34705861550737943,4
68,289,"[68, 1986, 519, 306, 109, 289]",9,0.823361074924469,0.815592634677887,0.008726105697994875,0.4,5.0,5,2.0,0.0,1.677795910835266,2.5,0.4,0.012923053018143301,1.387987227817145,0.5,0.013269737900987788,0.007016248153618898,0.23859585474827938,0.114666490482269,0.114666490482269,0.114666490482269,0.15018837398802518,0.15018837398802518,0.15018837398802518,4
68,289,"[68, 1358, 289]",1,0.8329548517862956,0.8210686445236206,0.011130471161082126,0.5,2.0,2,2.0,0.0,1.677795910835266,1.0,1.0,0.013112682014527954,0.646572964325711,0.6666666666666666,0.01033385503385506,0.004431314623338234,0.29096325707831117,0.13661708595386032,0.13661708595386032,0.13661708595386032,0.09658828634659004,0.09658828634659004,0.09658828634659004,4
68,289,"[68, 1986, 1709, 1358, 289]",6,0.8291802334785462,0.8227017521858215,0.01255741681870735,0.25,4.0,4,2.0,0.0,1.677795910835266,2.0,0.5,0.015159485440602671,1.3363001493592854,0.4,0.015451193251193401,0.009601181683899562,0.7477182231128694,0.34497135668894763,0.34497135668894763,0.34497135668894763,0.05926582613224014,0.05926582613224014,0.05926582613224014,3
68,289,"[68, 1986, 1998, 109, 289]",4,0.8151445341110228,0.7993089199066162,0.007227177287568899,0.5,4.0,4,2.0,0.0,1.677795910835266,2.0,0.5,0.012923053018143301,1.2102062314879536,0.6,0.0027537941225438123,0.005908419497784312,0.19472341788092074,0.08914012481381343,0.08914012481381343,0.08914012481381343,0.052462653425574685,0.052462653425574685,0.052462653425574685,3
68,289,"[68, 1986, 1709, 1738, 1358, 289]",14,0.8215990980466207,0.8129496693611145,0.007702361323600771,0.2,5.0,5,2.0,0.0,1.677795910835266,2.5,0.4,0.015159485440602671,1.5531040483483138,0.3333333333333333,0.015063125069374822,0.009970457902511054,0.6838965118516747,0.31603814912140976,0.31603814912140976,0.31603814912140976,0.04621368182535525,0.04621368182535525,0.04621368182535525,3
68,289,"[68, 1986, 215, 2045, 109, 289]",13,0.8227115611235299,0.8146183639764786,0.005794588721529098,0.4,5.0,5,2.0,0.0,1.677795910835266,2.5,0.4,0.012923053018143301,1.3237944439629161,0.5,0.005468904012653736,0.006277695716395804,0.10040828234221522,0.048191624260956405,0.048191624260956405,0.048191624260956405,0.025540129479557944,0.025540129479557944,0.025540129479557944,2
68,289,"[68, 391, 1986, 519, 109, 289]",8,0.813844245672226,0.8013173907995224,0.004871652453774923,0.4,5.0,5,2.0,0.0,1.677795910835266,2.5,0.4,0.00928626147386017,1.572918324013974,0.5,0.005064809496059419,0.007016248153618898,0.15637602716207244,0.07315485744576529,0.07315485744576529,0.07315485744576529,-0.036370470521542186,-0.036370470521542186,-0.036370470521542186,2
68,289,"[68, 1986, 1998, 519, 109, 289]",10,0.8191791653633117,0.8093197703361511,0.006300072472182237,0.4,5.0,5,2.0,0.0,1.677795910835266,2.5,0.4,0.012923053018143301,1.4634084007502044,0.5,0.0046062534687534296,0.007016248153618898,0.33792394805456727,0.15459921603236967,0.15459921603236967,0.15459921603236967,-0.06330386277735209,-0.06330386277735209,-0.06330386277735209,2
68,289,"[68, 1358, 1072, 236, 109, 289]",7,0.8221734186013538,0.8138111501932144,0.010630195951725856,0.6,5.0,5,2.0,0.0,1.677795910835266,2.5,0.4,0.028758591332667796,1.4205739033410354,0.5,0.01618549257115426,0.005908419497784312,0.6057850062115531,0.2815052737093337,0.2815052737093337,0.2815052737093337,-0.06995117220365714,-0.06995117220365714,-0.06995117220365714,1
68,289,"[68, 1986, 519, 109, 289]",3,0.8249464106559753,0.8156453808148703,0.008855922158597925,0.5,4.0,4,2.0,0.0,1.677795910835266,2.0,0.5,0.012923053018143301,1.177181956203247,0.6,0.004422252053501996,0.006646971935007295,0.17951371441458885,0.08321341011599108,0.08321341011599108,0.08321341011599108,-0.08310609813797315,-0.08310609813797315,-0.08310609813797315,1
68,289,"[68, 1986, 1149, 1358, 289]",5,0.824486198425293,0.8148783604303995,0.014765554132771717,0.25,4.0,4,2.0,0.0,1.677795910835266,2.0,0.5,0.02206608063831955,1.2958624755696304,0.4,0.01422270160395167,0.009601181683899562,0.5212574318191345,0.24238833020078396,0.24238833020078396,0.24238833020078396,-0.08348874680743917,-0.08348874680743917,-0.08348874680743917,1
68,289,"[68, 1358, 1722, 289]",2,0.8172458827495575,0.7955938100814819,0.004669884925458346,0.3333333333333333,3.0,3,2.0,0.0,1.677795910835266,1.5,0.6666666666666666,0.013112682014527954,1.0870904575420641,0.5,0.01028491300366291,0.004800590841949726,0.5279177493750371,0.2432196893707813,0.2432196893707813,0.2432196893707813,-0.09870645549678247,-0.09870645549678247,-0.09870645549678247,0
68,289,"[68, 1986, 1709, 1358, 1722, 289]",15,0.8193366905053456,0.8095560580492019,0.008395675945808038,0.2,5.0,5,2.0,0.0,1.677795910835266,2.5,0.4,0.015159485440602671,1.5770625619252105,0.3333333333333333,0.015242799561549808,0.009970457902511054,0.5106796823848452,0.23818939683203272,0.23818939683203272,0.23818939683203272,-0.11092958077690823,-0.11092958077690823,-0.11092958077690823,0
68,289,"[68, 1986, 1149, 1358, 1722, 289]",12,0.8154249946276347,0.8036885142326354,0.010162185797059532,0.2,5.0,5,2.0,0.0,1.677795910835266,2.5,0.4,0.02206608063831955,1.578693884112321,0.3333333333333333,0.015792971611721635,0.009970457902511054,0.31060082605598893,0.1484565061116419,0.1484565061116419,0.1484565061116419,-0.1926250951614094,-0.1926250951614094,-0.1926250951614094,0
68,308,"[68, 1358, 1072, 236, 306, 308]",11,0.8251163085301716,0.8170529127120971,0.008786727065343825,0.4,5.0,5,4.0,0.0,1.6824862003326415,1.25,0.8,0.028758591332667796,1.5440814277234534,0.5,0.014909159590409699,0.00553914327917282,0.5567578202195138,0.25874105687350657,0.25874105687350657,0.25874105687350657,0.26054198316165805,0.26054198316165805,0.26054198316165805,4
68,308,"[68, 1986, 476, 306, 308]",1,0.8107084441184998,0.7903520067532858,0.005710445588556917,0.5,4.0,4,4.0,0.0,1.6824862003326415,1.0,1.0,0.012923053018143301,1.3631529916293215,0.6,0.004531029387279145,0.006646971935007295,0.0,0.00249206616300353,0.00249206616300353,0.00249206616300353,0.09562833019863624,0.09562833019863624,0.09562833019863624,4
68,308,"[68, 1986, 519, 1670, 308]",6,0.8227421832084655,0.8104082385698955,0.005640310778870429,0.25,4.0,4,4.0,0.0,1.6824862003326415,1.0,1.0,0.012923053018143301,1.3149800531514855,0.4,0.006391899073149021,0.006277695716395804,0.06355304318534483,0.03211441392363713,0.03211441392363713,0.03211441392363713,0.0749338856555835,0.0749338856555835,0.0749338856555835,4
68,308,"[68, 1986, 476, 306, 350, 308]",9,0.8094336609045665,0.7935289412736892,0.004773325737895533,0.4,5.0,5,4.0,0.0,1.6824862003326415,1.25,0.8,0.012923053018143301,1.5808764659224868,0.5,0.005673321817071919,0.007016248153618898,0.4068450940991921,0.186200619344026,0.186200619344026,0.186200619344026,0.05353520972243315,0.05353520972243315,0.05353520972243315,3
68,308,"[68, 1986, 215, 2045, 308]",5,0.8276984620094299,0.8186687032381693,0.004229702991702862,0.25,4.0,4,4.0,0.0,1.6824862003326415,1.0,1.0,0.012923053018143301,1.2111644186372015,0.4,0.007274505355755384,0.00553914327917282,0.13003520985094408,0.0625168223785903,0.0625168223785903,0.0625168223785903,0.03196281831075591,0.03196281831075591,0.03196281831075591,3
68,308,"[68, 1986, 519, 306, 308]",3,0.8284778785705565,0.8199677308400473,0.0075882352295587215,0.25,4.0,4,4.0,0.0,1.6824862003326415,1.0,1.0,0.012923053018143301,1.2977319997207997,0.4,0.008152839521589461,0.006277695716395804,0.09689946596604937,0.04808882142159642,0.04808882142159642,0.04808882142159642,0.017504091284765724,0.017504091284765724,0.017504091284765724,3
68,308,"[68, 1358, 1483, 306, 350, 308]",15,0.8217521826426188,0.8120067238807678,0.006553433596722407,0.4,5.0,5,4.0,0.0,1.6824862003326415,1.25,0.8,0.013112682014527954,1.414510462548849,0.5,0.011133835608835685,0.005908419497784312,0.8563041512682794,0.3914604776555854,0.3914604776555854,0.3914604776555854,0.016756893542776683,0.016756893542776683,0.016756893542776683,2
68,308,"[68, 1358, 1483, 1072, 306, 308]",14,0.8212458968162536,0.8112472951412201,0.007313140909628882,0.4,5.0,5,4.0,0.0,1.6824862003326415,1.25,0.8,0.013112682014527954,1.4614491405797254,0.5,0.016507056138306192,0.005908419497784312,0.5830565823865932,0.27145434295003534,0.27145434295003534,0.27145434295003534,-0.006291962494762281,-0.006291962494762281,-0.006291962494762281,2
68,308,"[68, 1358, 1483, 306, 308]",4,0.8254906702041627,0.8149890502293905,0.007935580412090509,0.5,4.0,4,4.0,0.0,1.6824862003326415,1.0,1.0,0.013112682014527954,1.2193365096316056,0.6,0.01585702006327,0.00553914327917282,0.3937996387695346,0.18593119848108908,0.18593119848108908,0.18593119848108908,-0.0202839525278767,-0.0202839525278767,-0.0202839525278767,2
68,308,"[68, 1358, 1072, 306, 350, 308]",12,0.8203451693058014,0.8098962038755417,0.011286237394661199,0.4,5.0,5,4.0,0.0,1.6824862003326415,1.25,0.8,0.028758591332667796,1.3880476972710762,0.5,0.01200476745476739,0.00553914327917282,0.5237928040186235,0.24230938390850262,0.24230938390850262,0.24230938390850262,-0.03659528479374757,-0.03659528479374757,-0.03659528479374757,1
