source,target,path_nodes,candidate_rank,avg_node_importance,internal_node_importance,avg_edge_bc,cross_comm_ratio,path_length,path_length_int,shortest_len,same_community,pair_score,stretch_ratio,efficiency_ratio,max_edge_bc,node_importance_entropy,community_diversity,delta_E,delta_LCC,delta_ASP,fragility_score,y_fragility,y_gain,y
68,153,"[68, 1986, 519, 2045, 153]",9,0.8332312488555906,0.828736146291097,0.0061452836235382875,0.25,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.012923053018143301,1.609288580988101,0.4,0.00493206307581287,0.006277695716395804,0.2758237667362158,0.05964865686412663,0.05964865686412663,0.009114583333333393,0.009114583333333393
68,153,"[68, 1358, 341, 2045, 153]",10,0.8352419328689574,0.8320872863133749,0.0048714282365791405,0.5,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.013112682014527954,1.6093907229218953,0.6,0.014738390775890814,0.00553914327917282,0.3141621337067564,0.07094344036337674,0.07094344036337674,-0.04635599982746718,-0.04635599982746718
68,153,"[68, 1986, 215, 2045, 153]",11,0.8271907830238341,0.8186687032381693,0.0041729431948366175,0.25,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.012923053018143301,1.6092344871549642,0.4,0.007182723526473173,0.00553914327917282,0.26360396238233275,0.057809539198724946,0.057809539198724946,0.003952393108927532,0.003952393108927532
68,153,"[68, 1358, 289, 109, 236, 153]",12,0.8281115353107452,0.8221803516149521,0.006468136325286383,0.4,5.0,5,4.0,0.0,1.6799478054046633,1.25,0.8,0.013112682014527954,1.7916290881318233,0.5,0.012163972832722747,0.005908419497784312,0.2302088818193324,0.05327073329606931,0.05327073329606931,-0.033618878947139726,-0.033618878947139726
68,173,"[68, 1358, 173]",1,0.830209465821584,0.8210686445236206,0.007086444659078907,0.5,2.0,2,2.0,0.0,1.6695597529411317,1.0,1.0,0.013112682014527954,1.0985383602338454,0.6666666666666666,0.012274305555555781,0.004431314623338234,0.44314898725630414,0.09531204552281844,0.09531204552281844,-0.06002401355086111,-0.06002401355086111
68,173,"[68, 1358, 687, 173]",2,0.8234890043735503,0.812198132276535,0.006459688881649705,0.3333333333333333,3.0,3,2.0,0.0,1.6695597529411317,1.5,0.6666666666666666,0.013112682014527954,1.3861380089772561,0.5,0.006816314241314153,0.004800590841949726,0.5886282410788004,0.12237241024906564,0.12237241024906564,-0.025052202720789372,-0.025052202720789372
68,173,"[68, 1986, 1149, 1358, 173]",3,0.8228389668464662,0.8148783604303995,0.012743540881770108,0.25,4.0,4,2.0,0.0,1.6695597529411317,2.0,0.5,0.02206608063831955,1.609319582680575,0.4,0.01419208083583079,0.009601181683899562,0.7504643581820316,0.15961017664429847,0.15961017664429847,-0.23468912904929184,-0.23468912904929184
68,173,"[68, 1358, 1546, 687, 173]",4,0.8245207715034486,0.8176813681920369,0.003826162911533679,0.25,4.0,4,2.0,0.0,1.6695597529411317,2.0,0.5,0.013112682014527954,1.609309859377659,0.4,0.014432011738261946,0.005169867060561217,0.283156212920586,0.06447199410364647,0.06447199410364647,-0.025049260385347147,-0.025049260385347147
68,173,"[68, 1358, 687, 1033, 173]",5,0.8148204588890076,0.8015141805013021,0.005002431883611603,0.25,4.0,4,2.0,0.0,1.6695597529411317,2.0,0.5,0.013112682014527954,1.6090826755061398,0.4,0.009548096348096169,0.005169867060561217,0.3248945732444728,0.07086610001235752,0.07086610001235752,-0.025052202720789372,-0.025052202720789372
68,173,"[68, 1986, 1709, 1358, 173]",6,0.8275330018997191,0.8227017521858215,0.01053540356770574,0.25,4.0,4,2.0,0.0,1.6695597529411317,2.0,0.5,0.015159485440602671,1.609286175273653,0.4,0.014475098308554202,0.009601181683899562,0.686959984707662,0.1470225089385139,0.1470225089385139,-0.10899963778572434,-0.10899963778572434
68,173,"[68, 1358, 1710, 687, 173]",7,0.8215447330474854,0.8127213040987651,0.004116001370375565,0.25,4.0,4,2.0,0.0,1.6695597529411317,2.0,0.5,0.013112682014527954,1.6093013064226669,0.4,0.009429646048395635,0.005169867060561217,0.29263242749548546,0.06436629074267983,0.06436629074267983,0.006938025794656483,0.006938025794656483
68,173,"[68, 1358, 687, 1586, 173]",8,0.8148204565048218,0.8015141765276591,0.005002431883611604,0.25,4.0,4,2.0,0.0,1.6695597529411317,2.0,0.5,0.013112682014527954,1.609082675377858,0.4,0.010468567543567564,0.005169867060561217,0.3915127412606676,0.08455792209378503,0.08455792209378503,-0.0201221552421007,-0.0201221552421007
68,173,"[68, 1358, 1721, 687, 173]",9,0.8178533029556274,0.8065689206123352,0.003807524663810272,0.25,4.0,4,2.0,0.0,1.6695597529411317,2.0,0.5,0.013112682014527954,1.6092163369391537,0.4,0.012683418664668933,0.005169867060561217,0.49137989713111274,0.10541729371631461,0.10541729371631461,0.00011553509694835207,0.00011553509694835207
68,173,"[68, 1358, 1725, 687, 173]",10,0.8094619822502136,0.7925833861033121,0.003940227704532664,0.25,4.0,4,2.0,0.0,1.6695597529411317,2.0,0.5,0.013112682014527954,1.608699272371639,0.4,0.007941518204018255,0.00553914327917282,0.5180338935285462,0.10899904329898569,0.10899904329898569,-0.0010892853161329347,-0.0010892853161329347
68,173,"[68, 391, 2365, 616, 1358, 173]",11,0.805253783861796,0.7904907375574112,0.0005805394445295084,0.2,5.0,5,2.0,0.0,1.6695597529411317,2.5,0.4,0.0010602073036298587,1.7909345907073282,0.3333333333333333,0.011924892468642478,0.005908419497784312,0.5945537460818935,0.12604407400294942,0.12604407400294942,0.0011280189677473386,0.0011280189677473386
68,173,"[68, 1986, 1149, 985, 1358, 173]",12,0.8153500934441884,0.8056352019309998,0.006477944694016043,0.2,5.0,5,2.0,0.0,1.6695597529411317,2.5,0.4,0.01492482256698772,1.791446404586838,0.3333333333333333,0.016422012015762072,0.009970457902511054,0.40187702670719005,0.09093239330874726,0.09093239330874726,-0.1646985319471187,-0.1646985319471187
68,236,"[68, 1358, 1072, 236]",1,0.8242685824632644,0.8105453372001648,0.014373150318331048,0.6666666666666666,3.0,3,3.0,0.0,1.6759836554527283,1.0,1.0,0.028758591332667796,1.3860999317291343,0.75,0.015367354173604186,0.004800590841949726,0.3520653616777487,0.07848025034177131,0.07848025034177131,-0.13071596557226994,-0.13071596557226994
68,236,"[68, 1986, 519, 109, 236]",2,0.8245839595794677,0.8156453808148703,0.0067206736225768745,0.25,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.012923053018143301,1.6092131506880498,0.4,0.009799115467865521,0.006646971935007295,0.2821787083318643,0.06301417662752198,0.06301417662752198,0.008829005636070877,0.008829005636070877
68,236,"[68, 1358, 289, 109, 236]",3,0.826603696346283,0.8190116087595621,0.008073117781450099,0.5,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.013112682014527954,1.6092911099017728,0.6,0.012849485930736038,0.00553914327917282,0.4233093086763793,0.0920173134192394,0.0920173134192394,-0.02662869810863107,-0.02662869810863107
68,236,"[68, 1358, 1072, 306, 236]",4,0.8225017452239991,0.8121750235557555,0.013754614641947573,0.5,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.028758591332667796,1.609272785988022,0.6,0.01723208458208461,0.005169867060561217,0.648104340450951,0.13858164874724854,0.13858164874724854,-0.048318056993328785,-0.048318056993328785
68,236,"[68, 1986, 1998, 109, 236]",5,0.8147820830345154,0.7993089199066162,0.005091928751547849,0.25,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.012923053018143301,1.6091375280586857,0.4,0.0036527992840493517,0.005908419497784312,0.46119677687605876,0.09606384288794523,0.09606384288794523,-0.011057075018379381,-0.011057075018379381
68,236,"[68, 1986, 519, 306, 236]",6,0.827177369594574,0.8199677308400473,0.007491264711992295,0.25,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.012923053018143301,1.6092788253211527,0.4,0.005935441641691436,0.006277695716395804,0.07143204602279862,0.019171664147794622,0.019171664147794622,0.012834641706924367,0.012834641706924367
68,236,"[68, 1358, 1483, 306, 236]",7,0.8241901612281799,0.8149890502293905,0.007838609894524083,0.5,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.013112682014527954,1.6093212234585625,0.6,0.015881001637251924,0.00553914327917282,0.6243459125645936,0.13343724047948863,0.13343724047948863,-0.05944787810418241,-0.05944787810418241
68,236,"[68, 1986, 476, 306, 236]",8,0.8094079351425171,0.7903520067532858,0.005613475070990491,0.5,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.012923053018143301,1.6086283836074675,0.6,0.006802728521478202,0.006646971935007295,0.0,0.0053798801825941985,0.0053798801825941985,-0.010923957580261833,-0.010923957580261833
68,236,"[68, 1986, 519, 2045, 236]",9,0.8324384188652039,0.828736146291097,0.006180336308795003,0.25,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.012923053018143301,1.6092893909705572,0.4,0.003758916777666682,0.006277695716395804,0.0,0.004014644997624994,0.004014644997624994,-0.011938909017713328,-0.011938909017713328
68,236,"[68, 1358, 244, 1072, 236]",10,0.8223041725158691,0.8118457357088724,0.004359331576320469,0.5,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.013112682014527954,1.609270556160377,0.6,0.011238488156580323,0.005169867060561217,0.7350413343780762,0.15357160896247185,0.15357160896247185,-0.2410734812751661,-0.2410734812751661
68,236,"[68, 1358, 1483, 1072, 236]",11,0.8211076879501343,0.809851594765981,0.006069703716270389,0.5,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.013112682014527954,1.6092520170369156,0.6,0.013238436563436456,0.00553914327917282,0.31394696562251134,0.07030042506154598,0.07030042506154598,-0.11729112707743138,-0.11729112707743138
68,236,"[68, 1986, 215, 2045, 236]",12,0.8263979530334472,0.8186687032381693,0.004207995880093333,0.25,4.0,4,3.0,0.0,1.6759836554527283,1.3333333333333333,0.75,0.012923053018143301,1.609242234806055,0.4,0.002762398712397973,0.00553914327917282,0.028444231722146718,0.009009463141057661,0.009009463141057661,-0.011938909017713328,-0.011938909017713328
68,289,"[68, 1358, 289]",1,0.8329548517862956,0.8210686445236206,0.011130471161082126,0.5,2.0,2,2.0,0.0,1.677795910835266,1.0,1.0,0.013112682014527954,1.0985473527301248,0.6666666666666666,0.009341310078809978,0.004431314623338234,0.4479148650880198,0.09509202289846326,0.09509202289846326,-0.05749624051270783,-0.05749624051270783
68,289,"[68, 1358, 1722, 289]",2,0.8172458827495575,0.7955938100814819,0.004669884925458346,0.3333333333333333,3.0,3,2.0,0.0,1.677795910835266,1.5,0.6666666666666666,0.013112682014527954,1.3856831552173252,0.5,0.009798323898323774,0.004800590841949726,0.5895577736567041,0.12375112062745024,0.12375112062745024,-0.23920995830658867,-0.23920995830658867
68,289,"[68, 1986, 519, 109, 289]",3,0.8249464106559753,0.8156453808148703,0.008855922158597925,0.5,4.0,4,2.0,0.0,1.677795910835266,2.0,0.5,0.012923053018143301,1.609209099362626,0.6,0.0076878545066042525,0.006646971935007295,0.25654889284119076,0.05704370914488277,0.05704370914488277,-0.004944991699122204,-0.004944991699122204
68,289,"[68, 1986, 1998, 109, 289]",4,0.8151445341110228,0.7993089199066162,0.007227177287568899,0.5,4.0,4,2.0,0.0,1.677795910835266,2.0,0.5,0.012923053018143301,1.6091281456150273,0.6,0.009054641885891751,0.005908419497784312,0.0,0.005985224553470425,0.005985224553470425,-0.008933438580340602,-0.008933438580340602
68,289,"[68, 1986, 1149, 1358, 289]",5,0.824486198425293,0.8148783604303995,0.014765554132771717,0.25,4.0,4,2.0,0.0,1.677795910835266,2.0,0.5,0.02206608063831955,1.6093060048003311,0.4,0.012352765984015718,0.009601181683899562,0.573440354927353,0.12346965005263673,0.12346965005263673,0.0019174577375121998,0.0019174577375121998
68,289,"[68, 1986, 1709, 1358, 289]",6,0.8291802334785462,0.8227017521858215,0.01255741681870735,0.25,4.0,4,2.0,0.0,1.677795910835266,2.0,0.5,0.015159485440602671,1.60928402995722,0.4,0.013832901820401644,0.009601181683899562,0.4670975457328854,0.10279314254829758,0.10279314254829758,-0.029503097888423986,-0.029503097888423986
68,289,"[68, 1358, 1072, 236, 109, 289]",7,0.8221734186013538,0.8138111501932144,0.010630195951725856,0.6,5.0,5,2.0,0.0,1.677795910835266,2.5,0.4,0.028758591332667796,1.7915633558438973,0.5,0.01453574113794695,0.005908419497784312,0.46320371569291474,0.10081840739287545,0.10081840739287545,-0.05229394300546462,-0.05229394300546462
68,289,"[68, 391, 1986, 519, 109, 289]",8,0.813844245672226,0.8013173907995224,0.004871652453774923,0.4,5.0,5,2.0,0.0,1.677795910835266,2.5,0.4,0.00928626147386017,1.7910921771229271,0.5,0.005707834526584299,0.007016248153618898,0.11000812655355308,0.027091258382791895,0.027091258382791895,-0.007062715955541943,-0.007062715955541943
68,289,"[68, 1986, 519, 306, 109, 289]",9,0.823361074924469,0.815592634677887,0.008726105697994875,0.4,5.0,5,2.0,0.0,1.677795910835266,2.5,0.4,0.012923053018143301,1.7915591322770181,0.5,0.00616901133996689,0.007016248153618898,0.4916384510971641,0.10360179401686714,0.10360179401686714,0.03452217736168831,0.03452217736168831
68,289,"[68, 1986, 1998, 519, 109, 289]",10,0.8191791653633117,0.8093197703361511,0.006300072472182237,0.4,5.0,5,2.0,0.0,1.677795910835266,2.5,0.4,0.012923053018143301,1.7914423504873267,0.5,0.005127492442197984,0.007016248153618898,0.19437678781115952,0.04373285380055866,0.04373285380055866,-0.014665326267934976,-0.014665326267934976
68,289,"[68, 1986, 1149, 985, 1358, 289]",11,0.8167227864265442,0.8056352019309998,0.008095555294817331,0.2,5.0,5,2.0,0.0,1.677795910835266,2.5,0.4,0.01492482256698772,1.7914196754199774,0.3333333333333333,0.015173561161061278,0.009970457902511054,0.5047845358646992,0.11101451479836877,0.11101451479836877,0.011870995341212704,0.011870995341212704
68,289,"[68, 1986, 1149, 1358, 1722, 289]",12,0.8154249946276347,0.8036885142326354,0.010162185797059532,0.2,5.0,5,2.0,0.0,1.677795910835266,2.5,0.4,0.02206608063831955,1.7913349077728453,0.3333333333333333,0.013093097874347731,0.009970457902511054,0.4863296111597739,0.1064913445426983,0.1064913445426983,-0.08598054002961605,-0.08598054002961605
68,308,"[68, 1986, 476, 306, 308]",1,0.8107084441184998,0.7903520067532858,0.005710445588556917,0.5,4.0,4,4.0,0.0,1.6824862003326415,1.0,1.0,0.012923053018143301,1.6085811582173284,0.6,0.005920408064157778,0.006646971935007295,0.2761340003026671,0.06025375206019946,0.06025375206019946,-0.022996381386326974,-0.022996381386326974
68,308,"[68, 1358, 1072, 306, 308]",2,0.8238022541999817,0.8121750235557555,0.013851585159513999,0.5,4.0,4,4.0,0.0,1.6824862003326415,1.0,1.0,0.028758591332667796,1.6092506075073973,0.6,0.012614680458430366,0.005169867060561217,0.5374641582647159,0.11460665066053984,0.11460665066053984,-0.10668620490620494,-0.10668620490620494
68,308,"[68, 1986, 519, 306, 308]",3,0.8284778785705565,0.8199677308400473,0.0075882352295587215,0.25,4.0,4,4.0,0.0,1.6824862003326415,1.0,1.0,0.012923053018143301,1.6092656537518772,0.4,0.005281767538017235,0.006277695716395804,0.17458111371635354,0.03954000804503593,0.03954000804503593,-0.04887893856143855,-0.04887893856143855
68,308,"[68, 1358, 1483, 306, 308]",4,0.8254906702041627,0.8149890502293905,0.007935580412090509,0.5,4.0,4,4.0,0.0,1.6824862003326415,1.0,1.0,0.013112682014527954,1.6093022421949958,0.6,0.013857366938617027,0.00553914327917282,0.6586842074208104,0.139495445571278,0.139495445571278,-0.26017217393717407,-0.26017217393717407
68,308,"[68, 1986, 215, 2045, 308]",5,0.8276984620094299,0.8186687032381693,0.004229702991702862,0.25,4.0,4,4.0,0.0,1.6824862003326415,1.0,1.0,0.012923053018143301,1.6092276282787752,0.4,0.008067412448662159,0.00553914327917282,0.36759343180315174,0.07896130865176433,0.07896130865176433,0.0022161413787500695,0.0022161413787500695
68,308,"[68, 1986, 519, 1670, 308]",6,0.8227421832084655,0.8104082385698955,0.005640310778870429,0.25,4.0,4,4.0,0.0,1.6824862003326415,1.0,1.0,0.012923053018143301,1.6090539559100343,0.4,0.005171516677766386,0.006277695716395804,0.02234661837788554,0.009049008633241984,0.009049008633241984,0.06824875007440223,0.06824875007440223
68,308,"[68, 1358, 341, 2045, 308]",7,0.8357496118545532,0.8320872863133749,0.004928188033445385,0.5,4.0,4,4.0,0.0,1.6824862003326415,1.0,1.0,0.013112682014527954,1.609389717249615,0.6,0.012691167859917835,0.00553914327917282,0.4100891284414665,0.08930995014392956,0.08930995014392956,-0.04874805139305147,-0.04874805139305147
68,308,"[68, 1986, 519, 2045, 308]",8,0.8337389278411864,0.828736146291097,0.006202043420404532,0.25,4.0,4,4.0,0.0,1.6824862003326415,1.0,1.0,0.012923053018143301,1.609286167912048,0.4,0.0037205419580416677,0.006277695716395804,0.34089520978445265,0.07217833702666553,0.07217833702666553,6.173604173593806e-05,6.173604173593806e-05
68,308,"[68, 1986, 476, 306, 350, 308]",9,0.8094336609045665,0.7935289412736892,0.004773325737895533,0.4,5.0,5,4.0,0.0,1.6824862003326415,1.25,0.8,0.012923053018143301,1.7910381690471389,0.5,0.007221457015206656,0.007016248153618898,0.1362948912594355,0.03295406031941732,0.03295406031941732,-0.01866828144078134,-0.01866828144078134
68,308,"[68, 391, 1986, 476, 306, 308]",10,0.801979273557663,0.7823473602533341,0.0023552711977421173,0.4,5.0,5,4.0,0.0,1.6824862003326415,1.25,0.8,0.004948147234889401,1.790737128202624,0.5,0.006700607031856987,0.007016248153618898,0.29743840038722436,0.06497442215163522,0.06497442215163522,0.007588524631568118,0.007588524631568118
68,308,"[68, 1358, 1072, 236, 306, 308]",11,0.8251163085301716,0.8170529127120971,0.008786727065343825,0.4,5.0,5,4.0,0.0,1.6824862003326415,1.25,0.8,0.028758591332667796,1.7915973030902708,0.5,0.016716971223221327,0.00553914327917282,0.6408632272669017,0.137075091254338,0.137075091254338,-0.09517453102453106,-0.09517453102453106
68,308,"[68, 1358, 1072, 306, 350, 308]",12,0.8203451693058014,0.8098962038755417,0.011286237394661199,0.4,5.0,5,4.0,0.0,1.6824862003326415,1.25,0.8,0.028758591332667796,1.7915580733922831,0.5,0.012421766428016345,0.00553914327917282,0.5758951227711542,0.12236338843710651,0.12236338843710651,-0.021406829420579497,-0.021406829420579497
68,326,"[68, 1358, 326]",1,0.8314689000447592,0.8210686445236206,0.006892412530303748,0.5,2.0,2,2.0,0.0,1.6733380556106567,1.0,1.0,0.013112682014527954,1.0985452107936275,0.6666666666666666,0.012117978549228414,0.004431314623338234,0.18582950910096496,0.04378561908921965,0.04378561908921965,-0.06334893317230272,-0.06334893317230272
68,326,"[68, 1358, 154, 326]",2,0.8285689979791641,0.8204689681529999,0.004783006957786973,0.3333333333333333,3.0,3,2.0,0.0,1.6733380556106567,1.5,0.6666666666666666,0.013112682014527954,1.386225459638534,0.5,0.009529923548673325,0.007016248153618898,0.3248851549511196,0.07159549967114082,0.07159549967114082,0.004789905394525031,0.004789905394525031
68,326,"[68, 1358, 1754, 326]",3,0.8285584300756454,0.8204478323459625,0.00459503263040287,0.3333333333333333,3.0,3,2.0,0.0,1.6733380556106567,1.5,0.6666666666666666,0.013112682014527954,1.386225323885426,0.5,0.009711102092351792,0.004800590841949726,0.4187640666554904,0.08955749050481868,0.08955749050481868,-0.02334893317230272,-0.02334893317230272
68,326,"[68, 1986, 1149, 1358, 326]",4,0.823594627380371,0.8148783604303995,0.012646524817382529,0.25,4.0,4,2.0,0.0,1.6733380556106567,2.0,0.5,0.02206608063831955,1.6093153166800651,0.4,0.01309485722610712,0.009601181683899562,0.6657727898337811,0.1422329735307589,0.1422329735307589,-0.05734601449275359,-0.05734601449275359
68,326,"[68, 1358, 154, 1754, 326]",5,0.8268206024169921,0.8202549854914348,0.0035873234259905084,0.25,4.0,4,2.0,0.0,1.6733380556106567,2.0,0.5,0.013112682014527954,1.6093737126181717,0.4,0.010874745393495228,0.007016248153618898,0.3223496579937155,0.07162632901758875,0.07162632901758875,-0.016587502899676795,-0.016587502899676795
68,326,"[68, 1358, 364, 154, 326]",6,0.8109106969833373,0.7937384764353433,0.004121503574777302,0.25,4.0,4,2.0,0.0,1.6733380556106567,2.0,0.5,0.013112682014527954,1.6084115330990372,0.4,0.007595627289377349,0.00738552437223039,0.38807700655951294,0.08360786197654568,0.08360786197654568,-0.02130729397816363,-0.02130729397816363
